text,stars,complaint_category,complaint_label
"this place is the perfect example of a tourist trap. nice location not far of the main drag of old scottsdale, beautiful building and layout. the margaritas are good, but probably 2- 3 more expensive than they ought to be for every one of the many styles. i thought paying 5 for chips and salsa was a rip-off, but then when the chips tasted stale, i was even less happy. c'mon, if you have tortilla and factory in your name, you ought to have fresh chips. i thought the tortillas themselves were okay, not great, but okay. the carne fuego, or whatever i had the waitress recommended, was not good. small chunks of fire roasted steak completely ruined by a gloppy sweet hot sauce. the veggies that went with it were just okay and the sweet potato-stuffed chile was weird. it could've been great, but it was nowhere near good. unless your aunt hattie who has never had mexican food is in town from ohio, i'd skip this place altogether.",2,Food Quality,0
"ok.i told amanda that anyplace that serves beer would have a tough time getting less than 2 stars from me.i wish there were 1.5 however. as covered by amanda this bar is about as straight as they come.this bar personified would probably call bars with any hippness at all the bad f word for gay folk. in fact this bar would most certainly over-use that word. does puddle of mudd, disturbed and pod know that their songs are available in karaoke form? do they make money from them? who was the first person to say damn man i can not wait to scream this song to the midi music only version over some beers this weekend. i had a good time.but i tend to make the best of things. there was far more facial hair than head hair. i hate phonetic spellings. oh lord don't ever make me go back. .eff it.i changed my mind. 1.2 stars and i am rounding down.",1,Service Delay,1
"lets just say i was not to please with my experience at nails r us. after two days my nails were lifting on about 4 nails by the end of the weekend i had 6 nails lifting, so i went back and showed them and she was like its normal. no it normal to lift but not after 2 days! they did fix them for me free of charge but were very rude to me! will not be going back there or will not refer any of my friends there!",1,Staff Behavior,2
"my friend and i have been going to camelback spa for about 5 years for our birthdays. this past year we decided to try something new. we went to desert ridge spa for a change of pace - man were we ever sorry we did. the facilites are not nearly as nice as camelback, the food service sub par at best - while they did make it right - the fact that my friend ordered one thing and was given another and we complained to the waitress her response, was ""oh i was curious at which one of you got the wrong order"" really? you knew that and didn't come up to us? i asked for my burger medium and it came well done, i am glad i didnt wait for her to come back and ask how my food was cause it was 1 2 hour before she came back. i was parched for some water. although they gave us our food for free - it was just inexcusable. have had better massages at massage envy- will not be going back",2,Food Quality,0
i did not stay here but went to visit out of town friends who stayed here. the hotel was definitely not designed for anyone with any type of mobility issue - steps everywhere! steps to get ice. steps to get to the pool area. steps to get to the lobby. can you find a way around some of these steps? sure - if you don't mind going into the parking lot and circling around the building while cars drive past you. the rooms seem nice but there is no way on earth i will ever stay here. this hotel doesn't seem to have any concern for the disabled whatsoever.,2,General Dissatisfaction,5
"i was excited about the concept of a haircut and a beer. so, when i saw an offer from livingsocial i purchased three coupons. here's the trouble. i went on a tuesday night at 6 30pm and was told they will not honor the coupon until 7pm. however, i was told if i wanted to pay for a cut at the standard rate, they would take me asap. nobody was in the joint and they refused to take my livingsocial coupon until after 7pm.",2,General Dissatisfaction,5
"if you have a family with a lot of little kids, are absolutely happy with your body, and only want to leave your house to change your scenery, this is your place. if you are looking for a great workout, this is not your place. the hours are pretty bad and you have to plan your schedule around them. the cardio machines are good. the variety of weights is okay but they are all over the place. they have a suggestion box, but they don't take them seriously. the classes used to be good, but now the quality has gone down. the zumba class used to be my favorite, but not so much anymore. they should have different levels, but there is only one and it is slow. there are kids all over the place. i dont understand what parent would want their 6 year old girl learning to shake her butt, but i can't judge, i don't have a kid. maybe when i have one i would want her to learn to dance low and shake it, so she can be asked to go on mtv. the majority of the classes are in the middle of the day, which is great if you dont have a job or anything to do with your time. yoga? there were a couple good instructors, but they are not there anymore. what do you guys do to your instructors? why do they run away? why do you make it hard to get a good workout? i dont think i am asking for much here, just a place that i can get a good workout.",2,Service Delay,1
"so, clearly the musician's make the night. our night was not so hot. half of the bad that we caught wasn't worthy of stage time, the other half was. the horn players were exceptional, the keyboardist wasn't. i'll stick to the facility. the rhythm room is a phoenix, classic on the music scene, or so i'm told. this was evident when paul reed showed up with his horn and just joined the band on stage. that was cool and made you feel like you were in the right place. beyond that, i'm can't really claim that this place is worth the time. we'll have to try it again to confirm, yet my urge to do so isn't high right now. the neighborhood is questionable. the entrance is not obvious, the bar and the service are not inviting. the music area of the building is excellent. you sit very close to the band. the one thing they need to fix within that is two sets of band doors would allow for a much faster setup teardown between bands. we waited for an hour between bands. the rhythm room is missing an opportunity here, they need a comedian or something the fill the gap. some fresh eyes on how this place is run could really make some simple improvements. just because it's a known classic doesn't mean that it can't change for the better. the one thing they have right is that the sound is good and if they're getting good bands, then it makes for a great night. the annoyances only become obvious when you have an hour to descern them between bands. the musician's interaction with the crowd before and after shows is really cool. this makes everyone involved feel like they're in the scene.",2,Food Quality,0
"the pedicure was nice, i will give them that. but lady must have wanted 2 close shop early that day as i told her i wanted a pedi an acrylic manicure when i first walked in. she asked another customer to come back the next day while i was getting pedi . needless to say, i didn't get my acrylic set, and towards the end, i could tell she was 1 2 arsing it. and they were a lil pricey. i mean, really, 5 for taking off my nail polish? i would give this place 1 star, but they did do a good job on the pedicure. not returning here.",2,Pricing Issue,3
"i went to this place after seeing a segment on diners, drive-ins and dives food network . i thought that the fusion of chinese mexican food would be good. i was a bit disapointed. the food was okay, but nothing too special. the establishment itself was clean and the service was quick, so kudos to them for that.",2,Food Quality,0
"the service here was awful, we waited patiently for over 15 minutes for our server to come by our table. finally a hostess came by and noticed nobody was helping us and got us drinks. another 15 minutes roll by and finally our server decides to make an appearance saying ""have you guys decided yet on what you want?"", uhh yeah! overall, service was poor and food was just okay. won't be going back.",1,Food Quality,0
"i had a good bad experience while at cadillac ranch. the inside decor was pretty cool and had comfortable booths, which i appreciate. we ordered three different appetizers that were on happy hour before our entrees. the wontons, the queso dip, and the chicken tenders. the tenders were good. they were beer battered and tender. the queso dip was pretty bland and the chips awful. they weren't stale but just obviously super low quality. the wontons were obviously frozen and sitting on a bed of syrup. it was like having desert and appetizers at the same time. when it came time to order entrees i was the last to do so. i asked my server about an option between three entrees and she danced around all of them suggesting that i have a pulled pork sandwich that was clearly less expensive than the ribs, steak or taco plate i inquired about. i should have headed her advice. it isn't every day a server tries to under sale you i ordered the ribs and was disappointed. the texture was off the flavor was bland except for the sauce which was spicy and not good enough to mask the bad flavor. my server liz was awesome. she was attentive and friendly. she noticed i hadn't eaten my entree and took it away. the manager came back and was apologetic he offered me another entree and i took liz's advice and got the pulled pork sandwich. it was much better. the staff was good and did there job very well. it isn't their fault the food quality is so bad.",2,Food Quality,0
"closed on sunday? looks like you've not only lost my sunday dollars, but my business on monday through saturday too.",1,General Dissatisfaction,5
"it was an ok gyro for almost twice as much as the other places i've been to. it had a ridiculous amount of mutton sausage that's what ""gyro meat"" is, fwiw, and was pretty tasty, but not as good as a 4 gyro at ali baba. the price you pay for location, i guess. this would have gotten three stars, but then it gave me indigestion all day and i couldn't eat dinner, so it loses some for that.",2,Pricing Issue,3
"this place used to be really good, but it just is not the same. the price is now the same as a sit down mexican restaurant with real plates, and the food is microwaved and served like a fast food place. the things that are deep fried are greasy, and the things that are microwaved are tough. the prices just don't fit anymore, and that might be the location, and landlord problems. i miss the old day's there is no way maria munoz would ever consider the way the food is made today. the food, while it is still good, is over priced and microwaved. real sad, and the amount of people going there is in decline.",2,Food Quality,0
"well laid out zoo.space good for animals.more for kids than adults. zoo had limited number of animals.who were bored,listless,hiding mostly. water ponds for animals were stagnant with algae! all in all not a great experience. they are going to expand it seems.but they should pay more attention to the animals they have . celtcharm",2,General Dissatisfaction,5
"no, i don't want to take the bus to get to the train. in my opinion, they didn't go far enough for people who live in phoenix. it may be a good solution for tempe and mesa residents commuting to phoenix, but it isn't effective for phoenicians who want to get from the north valley into cenpho.",2,General Dissatisfaction,5
"2nd time messing up our carry out order. boneless wings have bones and no carrots or celery again! hamburger with only tomato, cheese, and bbq sauce had onions and lettuce, when we specifically said no lettuce or onion. allergic to onions and don't like shredded lettuce. thanks to tiler for messing up our order again. will not be back.",1,Food Quality,0
"ok here is the deal, i am sad to only give ground control 2 stars because it should be way better. this is in walking distance to my house and i come here almost every day. i have coffee, muffins, salads,and so on. the coffee is usually good, the muffin was great, the salad was so so bad, and the service is kinda strange. its a small area you would expect this place to be really friendly and helpful, not the case. they usually are busy talking to the other workers or have some small project going on, never are they happy you are there its almost like they are bothered by you. the salad i had there was really bad, the lettuce was wilted and slathered in dressing, i sent it back and it looks like the ""chef"" just put it on a new plate with a little fresher lettuce and a lot more dressing. wasted my 7.00 bucks. please please please ground control get your act together so i can give you more stars.",2,Food Quality,0
"i wasn't really very impressed. bajio isn't bad by any stretch, but it's certainly nothing to really rave about. the prices were a little steep for what you get and everything keep in mind, this is mexican food was oddly sweet for some reason.and that struck me oddly. burritos and such, served in a very chipotle-esque fashion, but for a few bucks more than chipotle. i don't believe i'll be returning. not because it was a negative experience, just exceptionally ""meh"".",2,Food Quality,0
"i went to this place once and the owner tried to sell me a large box, for shipping a guitar, for 30 dollars! my wife has been in there before, and the dude is really surly, terse laconic. he has hired some youngsters who seem friendly and helpful- had to pick up a fax from an insurance agent there recently- but, i wouldn't go out of my way to do any business there!",2,Staff Behavior,2
for my hubby and i on a saturday night grimaldi's turned out to be pretty lame. the restaurant is decorated well and the hostess was friendly enough but the actual pizza was sooooo boring. i seriously took a bite and wondered if i had missed the slice altogether. i will say i tasted a lot of garlic but that doesn't count for much when the pepporoni is bland and the sauce is useless. now i'm a deep-dish girl at heart but i've had amazing thin slice at classic italian pizza in tempe. this place made me feel like i wasted my money and i woudn't ever want to bring anyone here including myself again!,2,Food Quality,0
"i called the town dump to ask if i could come in this week and interview them for an english paper about a small local business, and the owner was just incredibly rude. she didn't even let me finish telling her it would take five minutes of her time, preferring to interject and tell me to go somewhere else. when i explained that i've heard wonderful things about their business from friends, and that that sparked my interest, she said, ""well, go somewhere else."" i've never even been inside, and i sure as hell won't go now. maybe it's just me, but i don't like shopkeepers who snarl at their customers.",1,Service Delay,1
"ok, im not getting the great reviews on this place. i finally made it lamar's before they closed for the day and tried a couple donuts. i have a few problems here. the big one, can we please list that ""only the donuts with holes"" are 5.49 for 6? its a bit deceptive to just list the price of 6 and ring up the donuts and have them turn out to be well over 7. makes me want to buy my donuts from someone else. second, these donuts are way over priced and they are average at best. the maple bar tastes like you are eating spoon fulls of sugar they are so sweet. and the rest of the donuts i tried were pretty stale. this will be the first and last time i will be going to lamar's. give me krispy kreme or anyone else for that matter. thank god for lamar's we dont have spudnuts in the valley because they would be out of business.",1,Food Quality,0
"i have nothing more to add, but i don't want anyone to think 'only a few' people had complaints about this poorly planned ""festival."" oh, wait, i do. i was there with my 4 year old grand-daughter and my daughter , since there were going to be kids attractions as well as the food trucks. i thought it was nuts that 3 minutes of jumping around cost 3. but i guess it was consistent with the 4 water and 7 beers. and it would help if there was some roadway controls and or temporary signage. by 11am, traffic backed up down pima from the event to indian bend and over towards the 101. cars were skipping ahead and cutting into line, further delaying entrance. if success is measured by interest, the festival was a success. if by performance and customer satisfaction, not so much. and how can a vendor commit to showing and not have enough food to feed the presold ticket holders? why risk your hard-fought reputation?",1,Food Quality,0
"it's been a few months since i've been here, and what a change, not for the better. i usually get the same thing to start with, ceviche and pollo asado. both are usually quite delicious, not this time. the ceviche had absolutely no flavor to it. as if the chef tried to make it as flavorless as possible. i did not finish it as it was not enjoyable in the least. now for the tacos. stale taco shells, dried and overcooked chicken, slopped on guac and no pico de gallo. the tacos were so bad i tried to rescue them by asking for pico de gallo, since they did not put any on, and then i was charged 1.00 extra. of course, no manager was anywhere in sight. this place simply doesn't care. on the bright side, the margaritas and salsa are still good, but the chips were stale. not only will i not return, but i can no longer recommend this place to businessmen from out of town. i see dozens of new business people every day who stay in scottsdale and they always ask for mexican food, and i've always said cien agaves. no more.",1,Food Quality,0
"are you serious? 4.50 for domestic beers during the usual ""happy hour"" time? that includes old style we were there for the cub game ! at grocery stores you can get a 6-pack of old style for 4.50! and charging 5.50 for a corona?! cra-zy! ""world famous sliders""? these were the worst sliders ever, i think jack and the box sliders are better. almost 10 for six southwestern sliders with a patty the size of a half dollar that got lost in the bun, one jalapeno, a small square of cheese, and salsa to make the bun soggy. i know they have a prime location being right outside of the ballpark and all, but does that really give them the right to charge whatever they want? they are going to make money regardless, they don't have to be greedy about it!",2,Service Delay,1
"they added broasted chicken to their menu. i love me some broasted chicken, so in i went to investigate. i do not love me their broasted chicken. to me it tasted rubbery and had a strange odor, and it was so salty that an hour later i could still taste it. i ordered a few pieces and i ate part of one and then bolted. i can't speak to anything else on the menu. their garlic knots, for what it's worth, were fine.",1,Food Quality,0
this is a business located in the fry's grocery strip mall on mckellips and recker i wont say much but don't bother the waitless girl was about as pleasent as a hemroid the beer selection sucked. i belive the owner was there at least the guy looked like the owner. it's always amazing to me how the service can be so horrible w owner in house.,1,Service Delay,1
"i have been going here for 4 or 5 years now because i really try to be a loyal customer. i can't justify spending any more money here. 5 years in the owner is nice to me, but still doesn't know my name. i go there 10 times a year minimum - so it shouldn't be that hard to at least recognize me. i decided to have my wedding dress altered there this year because i knew and trusted her. she made a big to do about my dress and my wedding, but when i stopped by with my entire wedding party to pick up all of our dresses, she had no idea what we were talking about. ""dress? what type of dress?"" uh, my wedding dress? the only one in the store? hanging right there? every pair of pants she has hemmed for me - from jeans to slacks - has been too short, by over an inch, and she charged me six dollars to sew a button back on. when i brought her the button. i am sure there is better service elsewhere, along with better prices.",2,Service Delay,1
"food was amazing but the service was horrible! i would suggest to take out don't dine in. i ordered the eggs benedict, instead of canadian bacon, they put crispy bacon on it served it with hash browns and a salad with a balsamic vinegarette. the two girl working there were so unprofessional from their interaction to the attire.",2,Food Quality,0
"food was ok. servers ok but cashier was horrible! ok, some people are just not meant to work in the food industry. at least smile! place had a very gross smell! at first we thought maybe because we were sitting kinda close to the restrooms but the farther we moved from there the worst the smell got! maybe if i'm desperate enough i will go back!",2,Food Quality,0
"it is ok mexican food, not bad but is overpriced for what it is. i don't understand why this place is packed every night of the week. the food does not warrant the crowds. i'm baffled.",2,Food Quality,0
"this location was a groupon find. won't be back. the girl behind the counter was nice but even though i had the groupon right in front of me, she had to read it several times and i had to explain to her what i was supposed to be getting with it. the red light therapy is a nice idea. but the room the bed was in was lacking. they should hire an exterminator, not leave sticky bug traps down with dead bugs all over the floor where people generally have bare feet. yuck!",1,Pricing Issue,3
this place wasn't that great for the price. i spent 15 on 2 mini grilled cheese sliders and a tea basically bar food over priced not much to choose from on the menu plus portion size didn't equal out to what i paid for. the crowd is very scottsdale and the staff wasn't that friendly. definitely wont go back here again.,2,Food Quality,0
i had a mammogram completed on 12 12 10. this facility has been covered by my health insurance for over a decade. but not this time. the doctor terminated his contract with the insurance provider on 12 01 10. screwed for 300.,2,General Dissatisfaction,5
"i ate here for the first time a few weeks ago on a friday night saturday morning after seeing a show at the tempe improv. i came in around midnight and the place was not that busy. the waitress was pretty nice did everything expected for a waitress and the guy who i thought was the manager was easy to talk to. however, those are the only two good things i can say about the restaurant. i ordered the bbq wings and they were terrible. the flavor was very bland and half cold. the blue cheese i ordered was quite watery as well. i also sat by the kitchen and noticed that a guy in the back was washing a stool in a sink near where the food was made. needless to say, i won't be eating at hooters anytime soon.",1,Food Quality,0
"i expected better. the ambiance is pleasant. it's lit well and the furniture is very new. the booth was comfortable. the bar appears to be a little dark and moody, but in a sultry way. we were there on the sunday before labor day, around 7 pm and it wasn't busy at all. maybe 8 patrons besides us. we were seated right away in a booth. the waiter was very quick to take our order and explained the specials. for the appetizer we ordered the cheese, fruit and crackers. they ""ran out"" of crackers and gave us toasted bread soaked in butter instead. we asked if we could have dry bread instead. they obliged. there were 3 pieces of cheese, all of which were the same and brie. seriously, please diversify the cheese plate with more than 1 type of cheese. and have crackers to go with it, since t's on the menu description. my girlfriend and i both ordered a quarter chicken. i had the true jerk sauce and she had the honey truffle sauce. the chicken quality was on par with boston market or costco, maybe even fattier. we were seriously unimpressed. the sauces were good, but definitely did not blow your socks off. you get to choose two sides along with your chicken. i had zucchini and whipped potatoes. the whipped potatoes come with your choice of three ingredients from a list of 12 or so. horseradish, garlic and mesquite sour cream were my choices. the potatoes were excellent, both zesty and filling. overall, i was unimpressed. this place is like an upscale boston market where the chicken is lower quality and the only improvement is in the quality of the sides. the sauces are good, but you can do much better.",2,Food Quality,0
"read al lthe hype, so decided to give cyclo a try. what a disappointment! portions were small and overpriced, owner thinks she's the next best thing to sliced bread. she needs to go back to vietnam to remember how real vietnamese food is prepared. give this place a miss.",1,Food Quality,0
"i stayed at san carlos may 19th - 20th. it was merely ""okay"". i liked historic old school hollywood feel. it was chic. i dug it. the place had character and i particularly liked the outside of the rooms more than the in. we were in walking distance to the places we wanted to go. how about no on these items surprise! no hotel parking. you can pay the valet 20 bucks or pay 15 over at chase's parking lot. surprise! they hold an extra 25 on your card in case of room damage. ghost lounge? it was saturday night and the dance floor was empty. it wasn't the plan to go there but it was kind of depressing to see that. ghosty goodness? nope. there was a somewhat weird vibe about the place but nothing really standing out. my house has had more ghosty vibes and action that i received here. it has the potential to be pretty awesome but the surprise extra money you end up spending seems like it makes up the difference of what you save. i will probably avoid going here again, including the club.",2,Staff Behavior,2
"so, there's no negative stars, too bad. tried ordering take out before actually eating there to try it - good thing, you couldn't pay me to eat here. the only thing about the colossal cobb salad i ordered was the price. 10 and change for lettuce just enough to cover the bottom of the styrofoam with a sprinkle of toppings. where'd they get their chef, chili's? what a disappointment. all the reviews say ' a lot of food' .for who, an infant? i had also ordered a couple of carmelized cookies as well. didn't know deep fried, greasy discs of oatmeal harder than concrete were called 'cookies'. good grief, the bakery wasn't even good! had to spit those things out before they took out a filling. the only good thing about chandler chompie's is jason's deli right next door.",1,Food Quality,0
"i am totally baffled why this place gets such good reviews. i have been there a few times because it's close to my work and i received some gift certificates for my birthday. unfortunately after the last experience, i can't go back. although they are very nice and have great prices, i have to reveal the ugly truth 1. they don't put any effort into sanitizing the tools or the pedicure bowl. i actually saw them clean the brushes and tools in the water i was soaking my feet in and then just rinse out the bowl after they were done. not spray, soap, nothing! 2. reason 1 probably explains why my heals cracked so severely after my pedicure that they began to bleed. i had to use peroxide, neosprin, and bandages for almost a week to get it heal. 3. they water down their nail polish. so much that it destroys the bond and polish never actually dries. i hate to bash a business with good customer service, but these practices are simply unacceptable. i obviously won't be back.",1,Service Delay,1
"my sister recently took her '98 vw new beetle to first class auto in scottsdale, az for an overheating issue. i'm normally the one who does the maintenance on the vehicle but i was 600 miles away. she described the symptoms as follows overheating light came on while she was stuck in construction traffic and went back off once she was moving again. i immediately suggested that the radiator fans may not be coming on for some reason. since i wasn't around to look at it, she took it to first class auto. she relayed the symptoms to the guys at first class and also specifically requested they check radiator fan functionality. they told her the water pump was cracked and leaking, needed a new thermostat and also replace the timing belt and serpentine belt while they were in there water pump is driven by the timing belt on this engine--2.0l 8v 4 cyl aeg code . well, a i personally replaced the timing belt, water pump and serpentine belt about 10,000 miles ago as preventative maintenance. what's more is the car hasn't lost any coolant since the job. so the water pump being cracked is highly unlikely! i did not replace the thermostat, though. once she called me to tell me this, i told her to decline the work and either take it somewhere else or wait for me to make a trip out. i had a job to do that brought me almost half way to the phoenix area so i decided i would make the trip the rest of the way to have a look for myself yesterday. first thing i did was check the radiator fans. i turned on the ac and the fans didn't come on at all. i pop the cover off the strip fuse panel that resides on top of the battery and found a melted 30 amp fuse. guess what that fuse is for? the radiator fans! imagine that. being a car that lived most of its life in michigan, some of the fuses and the fuse panel itself had become corroded and caused the one fuse and part of the fuse panel to melt. the coolant level was exactly at the max level, right where it was after i did the maintenance on it 10,000 miles ago, not to mention i checked it before her recent trip to scottsdale didn't have to add anything. the car doesn't leak a drop of coolant . local dealer had a new fuse panel in stock, i swapped it out and replaced all 3 of the 30 amp blade fuses as they were all corroded pretty badly. the larger strip fuses were still decent. the radiator fans now work as normal and the car does not overheat. the hose coming off the thermostat also becomes pressurized and hot at the correct temperature as well, so that's definitely not a problem! fans also come on automatically once the coolant temp hits 99 deg celsius like they're supposed to. problem solved! i drove down to first class auto today to give them a chance to explain defend themselves, but there was only one guy working in the shop who she didn't recognize and no one at the counter. what great customer service! so she could have spent the quoted 800 and still had the same problem! she just got dinged for a 40 diagnostic fee. for an incorrect diagnosis.",1,Service Delay,1
after moving back to the area from cali i needed somewhere to get my acrylics done. i usually like to get some kind of design or unique tips. after walking in i saw some tips i liked so i decided to try out this place. the first visit was bad the nail tech would not listen to the length of nails i was requesting and did a terrible job at shaping them. i always give people more than one chance so i went back and this time i got a pedicure first then the nail tech left the salon and i sat near the dryer for 45 min before approaching the manager about the length of time i had been waiting for a fill. he replied unapologetically that the tech had to leave to pick up her son from school. i sat another 15 min before i was seen by someone else. they also did a poor job. i will not spend my money somewhere that they do not value their customers. not to mention they did a crap job and were overpriced when it came to designs and tips with prints on them. don't waste your time here.,1,Service Delay,1
"first off made a reservation and arrived to be seated next to the extremely hot rotisserie. very uncomfortable, not to mention it was 112 degrees outside that day. i asked to be seated elsewhere but the hostesses' excuse was that this was all that was available due to reservations. well i made reservation but she just made another excuse that we needed to be a larger party to sit elsewhere. i gave it two stars only because my family likes their bbq-i don't.",2,Service Delay,1
"this is my second time trying this place. my first time was a week after they opened and the pulled pork was very fatty and greasy and the fries were awful. i figured now that they had sometime to work out the kinks i would try it again. i ordered the deviled eggs to start these were pretty good, i would order them again. i then ordered the southwest sandwich. the bun was rock hard and just crumbled so i just took it off. the sandwich was supposed to come with a spicy chipotle ranch that i never got. i ordered a side of mac and cheese and it was cold in spots. when my server finally came to check on and acknowledge me after dropping off my food, i asked her if the kitchen could just heat it up a little. this took over ten minutes. without my asking they comped my 4 the price of the macaroni. all in all the service was pretty lousy, especially when the server only has three other tables and there is more than enough staff on. the food was not worth the price. i don't think i will be going back. i will however continue to go to copper star which i love.",2,Food Quality,0
"lee's sandwiches has always been a pleasant place to go since it opened in chandler years ago. from what i remember it was cheap and delicious. when i went back today, i found it to be cheap in a different way, as well. i ordered the 17 jambon and pork on a croissant and a large thai iced tea with no ice. 2 items, 9. not quite the lee's i remembered. they called my number and i walked up to get my food. croissant sandwich, check. no ice in my drink, check. thai iced tea.half check. my large cup was only half full not being optimistic . quite literally half full. i picked up my cup and asked where the rest of my drink was and was told that i ordered no ice well duh . i told him i didn't order ""no drink"" and he said he wouldn't give me what i paid for. very very disappointed. the only thing that saved lee's from 1 star was the delicious sandwich. food - 4 stars customer service - no stars",2,Food Quality,0
"yeah it kind of sux! burgers aint that great though not terrible , girls aint that hot at all , place aint very exciting or clean . yeah it is kind of cool that they are dressed as nurses and you get a little hospital bracelet with their name and such. however, putting on mandatory hospital gown is odd and kind of off putting to me anyhow . they also do have a bar and sell unfiltered stogies of some kind. they also do not take cc! wtf i say! is is a bit too much ""old times charm"" for my taste. there is an atm right in there so there is no real need to bring cash with you. i do not know, whole thing kind of odd. it would fit my better in like greer or page or something, rather then in chandler.",2,Food Quality,0
"i'm sad to report that we dined here for lunch and it was inedible chef aaron please come by and monitor your staff. we had the eggplant sandwich and is was a disaster. it was so overly oily and the bun and fries overwhelmed the plate. the shrimp and grits were so average with the shrimp being of low quality. the beer menu looked fabulous. so i guess if this is just a watering hole things will be fine.but if you choose to dine be prepared to leave hungry and unsatisfied. we hope this turns around. the decor is cool and the staff is really fun and helpful.and we are hopeful for a great place to visit in the ""hood"".",1,Food Quality,0
"unbelievable! so enraged and appalled! i took my 91 yr old mom in to the salon for a mani-pedi. after the pedicure she had the manicure and she asked for french tips. the girl claims she asked mom if she wanted gel nails -- she's 91, did not understand the gal's ""english"" and can't hear, so i presume she nodded. after mom paid the charge of 60 and i picked her up i had another appt. she told me about the charge and said she had never paid that much for a mani-pedi. i called and was told the normal charge is 30 w 5 added for french and he said to come back cause it was mistake. we did and the whole group of technicians said it was mom's fault for saying ""yes"" and would not concede at all -- not in the slightest. i found that to be awful and mom felt very taken advantage of. i will never return there and i caution any hearing-impaired customers to not use this business. to me and of course to mom, it was such a slam on the elderly. mom is a visitor from the east coast and at her age does not need to be treated that way. very bad business!",1,Pricing Issue,3
"got a recommendation to eat here from a friend and was somewhat disappointed. expecting a sit-down restaurant with wait service, i was surprised to find it layed out more like a fast food joint with the addition of a bar--kind of odd. the service was fast and friendly, but the food was average and didn't seem quite warm enough and got cold very fast as a result. the best part about dining here was the churro i picked up on my way out, which was surprisingly delicious. all in all, i don't see myself returning to the blue burrito grille unless it's to pick up a churro or two after seeing a movie at the nearby theater.",2,Food Quality,0
"eh -- no. i stopped here for quick take-out one day while at work. they had no sushi at all even though it's on the menu , and the menu itself isn't laid out very well for understanding what they have what's included. i wasn't there to eat onsite, but good thing -- very little inside seating. the food wasn't all that good, and if the customer says ""to go"", then you should put utensils and napkins in the bag for me. the place didn't seem very clean either. just not a good experience. go somewhere else.",2,Food Quality,0
"as you walk in you are greeted by a sign that says cash only atm inside alright times are tough i get it. then you see the special board which read ""good food takes time"" and there is a clock next to that. fine that's cool but the problem is that after waiting for our ""good food"" it came out and was awful. my wife said she has tasted better pancakes out of the freezer section at the grocery store. 30 later we boxed up the food only to throw it away. the good news is that we went around the corner to the breakfast club and had an excellent meal.",1,Food Quality,0
"absolutely gross- i'm just going to be bluntly honest- who the f cares what the food tastes like when the place looks like a frickin' dump? it was so disgustingly dirty inside. besides food, paper, trash- resting among the carpet- the tables were dirty, the bathroom was out of service and i feared touching anything as i was led to my seat. that's a problem. i've actually never seen such a messy restaurant before. let me also say that the restaurant was empty when we arrived, and was filthy when we walked in and was filthy when we left. obviously no one that works at this restaurant cares about cleaning up between seatings. there's no excuse for a place to be disgusting like this. it's downright unsanitary. you serve food valle luna, you're a business valle luna- keep the place clean for heaven's sake.",1,Food Quality,0
"this wendy's is terrible. i grew up going to wendy's but recently the whole chain has become disgusting. this one is just a slow, disgusting chain. blah, rather eat pretty much any where else.",1,Service Delay,1
they wouldn't honor pet co's online sale prices. that's the first time i've heard about this.,1,Pricing Issue,3
"our fearless critical mass organizer arranged with cycle for us to end our may ride at that establishment. i was excited, because cycle purports to be a pro-bicycle bar restaurant. we rolled up, all excited. there were ample bike racks for our nearly 100 riders. however, when we entered the hotel, we were brusquely directed to the bar entrance. having been to the restaurant before, i wandered out to check the dining room. i was immediately turned back at the entrance and told the dining room was ""reservations only."" well, the bar has maybe 5 tables, and there were nearly 100 riders. people who have just completed a 10-mile bike ride want to eat, drink, and be seated, not stand 5 deep in a bar line and then stand around holding their drinks. we were not even sure we'd be able to order food. we left almost immediately and went across the street to portlands. right after we'd ordered, we saw another group of bikers headed to carly's. it's not like cycle didn't know we were coming. if you know 100 people are coming to your venue, don't you think you'd prepare to welcome them and encourage them to spend freely? lame.",2,Food Quality,0
"we were excited when we found that we could add george and sons to our delivery list. the food is good, not great, but it was a great option on lazy nights. tonight when the food was delivered it seemed like the price was a bit high. there wasn't an itemized receipt attached to the credit card slip so i said to the delivery guy this seems high. he gave no explanation so i tipped as usual. well turns out that there is a 4 delivery charge so this guy made a pretty big tip for driving down the street. i have no problem with delivery charges because there are some crappy tippers out there i just hate having extra charges slipped onto my bill with no explanation. this will probably be the last time we order.",2,Food Quality,0
"went around lunch today and got a blended double chocolate mocha. the staff were really nice and the building is really cool, but my coffee was more of a milk shake than any sort of blended coffee - i even asked to make sure it was made with coffee. it had no coffee flavour at all and certainly wasn't ""double chocolate"". i loved all their different seating, the vintage cash register and even one of the coolest bathrooms i've ever been in, but if i'm going to pay nearly 5 for a 16oz drink, i want it to taste amazing. was also disappointed that they didn't have any real selection in the bakery case - it was all sandwiches, breads, and a tarte which looked good but was also overpriced . they apparently won some prizes for ""best cupcake"" or something and there were no cupcakes in the case when i went in.",2,Food Quality,0
