review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC009193,"Not going to lie, the support executive was on their phone the entire time instead of attending to customers. It was a pretty disappointing visit overall. Adding to the frustration, it took forever for anyone to even come take our order. Multiple things went wrong and it was exhausting.",Staff Behavior,High,1,Negative
RC009194,"This was my first time here, and a cockroach crawled out from under our table while we were eating. This really ruined the experience for us.",Cleanliness Issue,High,2,Negative
RC009195,"To be fair, the overall hygiene standards at this diagnostic center were seriously lacking. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC009196,"We stood in line for ages with no updates on how much longer it would take. It put a damper on what should've been a nice visit. The queue at the dhaba barely moved for a long stretch of time. It left me a bit disappointed, honestly. As if that wasn't enough, I ordered fried rice for lunch and it showed up well past dinner time.",Service Delay,Medium,3,Negative
RC009197,"I have to say, the restaurant had a musty smell that made it hard to enjoy the food. I left feeling quite upset about the whole thing. There was a strange, unpleasant smell in the dining area the whole time. This really ruined the experience for us.",Cleanliness Issue,High,2,Negative
RC009198,"Not going to lie, we were hit with an unexpected packaging charge that wasn't mentioned during ordering. This really ruined the experience for us.",Pricing Issue,High,2,Negative
RC009199,"Not going to lie, I felt like I overpaid significantly for a fairly average strawberry milkshake. Nothing major, but it did stand out a little.",Pricing Issue,Low,4,Neutral
RC009200,"To be fair, I bit into the cheesecake and realized it wasn't cooked through properly. It was a pretty disappointing visit overall. In addition, a few small things added up to make the visit disappointing.",Food Quality,High,1,Negative
RC009201,We were billed for a premium grilled steak but received the regular version. It definitely affected the overall experience.,Pricing Issue,Medium,2,Negative
RC009202,"Our veg thali came out quickly, no waiting around at all. We'll be back again for sure.",Service Delay,Low,5,Positive
RC009203,"Honestly, the prices at this theatre feel really steep for what you actually get. It definitely affected the overall experience.",Pricing Issue,Medium,3,Negative
RC009204,"To be fair, a fairly middle-of-the-road visit, some things were good and others just okay. It didn't blow me away, but it didn't disappoint either.",General Dissatisfaction,Low,3,Neutral
RC009205,"Not going to lie, my payment failed at checkout but the amount was still deducted from my account. Worse still, seating was cramped and my knees kept hitting the table.",Pricing Issue,Medium,2,Negative
RC009206,My order from the online delivery service arrived almost two hours after the estimated time. I am seriously considering never returning and warning others.,Service Delay,Critical,1,Negative
RC009207,Our booking seemed to have vanished from their system entirely. I was genuinely frustrated by the end of it.,General Dissatisfaction,High,2,Negative
RC009208,"I have to say, we waited almost 45 minutes just to get our food at the gastropub this afternoon.",Service Delay,Medium,3,Negative
RC009209,"Honestly, overall it was an average experience at this restaurant, nothing stood out much either way. I'd probably give it another shot if I was in the area. A fairly middle-of-the-road visit, some things were good and others just okay.",General Dissatisfaction,Medium,3,Neutral
RC009210,"I was pleasantly surprised, everything moved smoothly, we never felt like we were waiting on anything. We'll be back again for sure. We'll be back again for sure.",Service Delay,Low,4,Positive
RC009211,"I've visited a few times before, and I specifically asked for no onions in my veg thali but they added them anyway. It wasn't what I expected for the price I paid.",Food Quality,Medium,3,Neutral
RC009212,"We got the wrong dishes altogether, not even close to what we ordered. I don't think I'll be coming back after this. The order that arrived was meant for a different table entirely.",Food Quality,High,1,Negative
RC009213,"Not going to lie, my order from the car service center arrived almost two hours after the estimated time. It put a damper on what should've been a nice visit.",Service Delay,Medium,3,Neutral
RC009214,"I have to say, with so few staff around, no one had time to actually attend to customers properly. This crossed a line and needs to be addressed urgently. To make matters worse, there was an unexpected delivery fee added at checkout that wasn't shown earlier.",Service Delay,Critical,1,Negative
RC009215,"Overall, overall this rooftop cafe exceeded my expectations in every way.",General Dissatisfaction,Low,5,Positive
RC009216,"I was pleasantly surprised, service was fast and efficient from the moment we sat down. Honestly, hard to find anything to complain about.",Service Delay,Low,4,Positive
RC009217,"I've visited a few times before, and tables were crammed so close together it felt claustrophobic. It wasn't what I expected for the price I paid. On top of that, the sushi roll was so overcooked it had turned dry and rubbery. It wasn't what I expected for the price I paid.",General Dissatisfaction,Medium,3,Negative
RC009218,"Not going to lie, the chicken in my sushi roll was undercooked, and I ended up sending it back. On top of that, communication from the guest house was unclear from start to finish.",Food Quality,High,2,Negative
RC009219,We were hit with an unexpected packaging charge that wasn't mentioned during ordering. This really ruined the experience for us.,Pricing Issue,High,1,Negative
RC009220,"My order from the clinic arrived almost two hours after the estimated time. This crossed a line and needs to be addressed urgently. The delivery was supposed to come in 30 minutes but took nearly 90. Worse still, the stylist gave us confusing and contradictory information about our order.",Service Delay,Critical,1,Negative
RC009221,"Not going to lie, waitress was on their phone the entire time instead of attending to customers. It put a damper on what should've been a nice visit. Adding to the frustration, I was charged a random service fee that wasn't disclosed anywhere on the menu.",Staff Behavior,Medium,3,Neutral
RC009222,"This quickly became one of our favorite spots, everything just worked. Honestly, hard to find anything to complain about. Overall this amusement park exceeded my expectations in every way.",General Dissatisfaction,Low,4,Positive
RC009223,"I've visited a few times before, and I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I'm honestly considering filing a formal complaint over this. This felt like a genuine safety concern, not just bad service. On top of that, the portion size of the garden salad was tiny for the price we paid.",Cleanliness Issue,Critical,1,Negative
RC009224,A cockroach crawled out from under our table while we were eating. I'm honestly considering filing a formal complaint over this.,Cleanliness Issue,Critical,1,Negative
RC009225,"I've visited a few times before, and between the slow service, the mediocre food, and the noise, the whole visit was a letdown. It wasn't what I expected for the price I paid.",General Dissatisfaction,Medium,3,Neutral
RC009226,"To be fair, the restaurant was reasonably clean, though a couple of tables could have used wiping down. Not bad, but not something I'd rave about either.",Cleanliness Issue,Medium,3,Neutral
RC009227,"Service at this spa was painfully slow throughout the entire visit. I expected better, to be honest.",Service Delay,Medium,2,Neutral
RC009228,"I've visited a few times before, and there were barely any staff on shift, so everything moved at a crawl.",Service Delay,Low,3,Neutral
RC009229,"I have to say, the cheesecake here was absolutely delicious, easily one of the best I've had in a while. We'll be back again for sure.",Food Quality,Low,5,Positive
RC009230,"There were flies swarming around the food display, it was honestly disgusting. I felt this was completely unacceptable and possibly dangerous. As if that wasn't enough, the prices at this amusement park feel really steep for what you actually get. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC009231,"To be fair, instead of resolving the issue, the manager argued with me in front of other customers. This crossed a line and needs to be addressed urgently.",Staff Behavior,Critical,1,Negative
RC009232,"My omelette came out raw in parts, which felt unsafe to eat. It definitely affected the overall experience.",Food Quality,Medium,3,Neutral
RC009233,"Overall, the hospital was spotless from the dining area to the restrooms. We'll be back again for sure.",Cleanliness Issue,Low,5,Positive
RC009234,"I really wanted to like this place, but between the slow service, the mediocre food, and the noise, the whole visit was a letdown. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC009235,"Honestly, the overall hygiene standards at this coffee shop were seriously lacking.",Cleanliness Issue,High,1,Negative
RC009236,"All things considered, the support executive was polite enough, though a bit distracted throughout our visit. It was a fine experience overall, nothing more nothing less.",Staff Behavior,Medium,3,Neutral
RC009237,"This was my first time here, and between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I'm honestly considering filing a formal complaint over this. To make matters worse, there was an unexpected delivery fee added at checkout that wasn't shown earlier.",General Dissatisfaction,Critical,1,Negative
RC009238,"The the host handled food without gloves, which felt really unhygienic. This crossed a line and needs to be addressed urgently. I noticed several hygiene red flags, from dirty utensils to an unclean prep area.",Cleanliness Issue,Critical,1,Negative
RC009239,"The washroom was in a pretty poor state, no soap and a dirty sink. It put a damper on what should've been a nice visit. As if that wasn't enough, something about this coffee shop just didn't sit right with me, hard to pin down exactly what. It wasn't what I expected for the price I paid.",Cleanliness Issue,Medium,4,Neutral
RC009240,"Honestly, the delivery from the cafe arrived earlier than expected, which was a nice surprise.",Service Delay,Low,5,Positive
RC009241,"To be fair, our appointment time was mixed up and we were told to come back later. It definitely affected the overall experience.",General Dissatisfaction,Medium,3,Neutral
RC009242,"This was my first time here, and several things went wrong during our visit, from the wait time to the state of our table. This crossed a line and needs to be addressed urgently. Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. Also, we sat there for what felt like forever before the tomato soup finally showed up.",General Dissatisfaction,Critical,1,Negative
RC009243,"It took over an hour before anyone even brought our order out. I left feeling quite upset about the whole thing. Worse still, there was an unexpected delivery fee added at checkout that wasn't shown earlier. I was genuinely frustrated by the end of it.",Service Delay,High,1,Negative
RC009244,"I really wanted to like this place, but I was charged a random service fee that wasn't disclosed anywhere on the menu.",Pricing Issue,Medium,3,Neutral
RC009245,"This was my first time here, and the volume of the background music was way too high for a sit-down meal. I expected better, to be honest.",General Dissatisfaction,Medium,2,Negative
RC009246,"I have to say, the prices at this diner feel really steep for what you actually get. This crossed a line and needs to be addressed urgently. I felt like I overpaid significantly for a fairly average grilled steak.",Pricing Issue,Critical,1,Negative
RC009247,"Honestly, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. This felt like a genuine safety concern, not just bad service. Adding to the frustration, my french fries came out burnt around the edges and overdone. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC009248,"The cashier walked past our table repeatedly without ever checking on us. It was a pretty disappointing visit overall. On top of that, the final bill had extra charges we were never told about beforehand.",Staff Behavior,High,2,Negative
RC009249,"The total on the receipt didn't match what we actually ordered at all. This felt like a genuine safety concern, not just bad service. On top of that, the manager refused to listen and was condescending throughout the conversation. I am seriously considering never returning and warning others.",Pricing Issue,Critical,1,Negative
RC009250,"The department store was massively overcrowded, barely any room to move around. This really ruined the experience for us.",General Dissatisfaction,High,2,Negative
RC009251,"Not going to lie, it took forever for anyone to even come take our order. I expected better, to be honest.",Service Delay,Medium,2,Neutral
RC009252,"Honestly, service at this gaming lounge was painfully slow throughout the entire visit.",Service Delay,Medium,3,Neutral
RC009253,"All things considered, the lodge was reasonably clean, though a couple of tables could have used wiping down.",Cleanliness Issue,Low,3,Neutral
RC009254,"To be fair, when I raised the issue, the manager was dismissive and even raised their voice at me.",Staff Behavior,High,1,Negative
RC009255,"The club sandwich here was absolutely delicious, easily one of the best I've had in a while.",Food Quality,Low,4,Positive
RC009256,"I have to say, a surprise convenience fee showed up on the final invoice. I am seriously considering never returning and warning others.",Pricing Issue,Critical,1,Negative
RC009257,"Honestly, the order that arrived was meant for a different table entirely. I left feeling quite upset about the whole thing. As if that wasn't enough, the queue at the electronics store barely moved for a long stretch of time. I was genuinely frustrated by the end of it.",Food Quality,High,1,Negative
RC009258,"I have to say, the chairs were incredibly uncomfortable, hard plastic with no cushioning. It definitely affected the overall experience.",General Dissatisfaction,Medium,2,Negative
RC009259,"I was honestly shocked at how rudely the duty manager spoke to me over a minor issue. I was genuinely frustrated by the end of it. In addition, one of the servers was on their phone the entire time instead of attending to customers. Multiple things went wrong and it was exhausting.",Staff Behavior,High,1,Negative
RC009260,"I've visited a few times before, and the manager refused to listen and was condescending throughout the conversation. I felt this was completely unacceptable and possibly dangerous. Worse still, there were barely any staff on shift, so everything moved at a crawl. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC009261,"Honestly, the restroom smelled bad and looked like it hadn't been cleaned in a while. I don't think I'll be coming back after this. Worse still, I ordered the cheesecake through the brasserie and it showed up completely cold, like it had been sitting out for a while.",Cleanliness Issue,High,1,Negative
RC009262,"Nothing wrong with how the duty manager treated us, just fairly standard interaction. I'd probably give it another shot if I was in the area. Not bad, but not something I'd rave about either.",Staff Behavior,Medium,3,Neutral
RC009263,"I have to say, a cockroach crawled out from under our table while we were eating. On top of that, my fried rice was lukewarm at best when it finally reached me during our anniversary dinner. I felt this was completely unacceptable and possibly dangerous.",Cleanliness Issue,Critical,1,Negative
RC009264,I thought the paneer tikka was reasonably priced compared to similar places nearby.,Pricing Issue,Low,5,Positive
RC009265,"From start to finish, a wonderful visit overall, we'll definitely be back soon. Honestly, hard to find anything to complain about. Overall this barber shop exceeded my expectations in every way. Honestly, hard to find anything to complain about.",General Dissatisfaction,Low,5,Positive
RC009266,"A fairly middle-of-the-road visit, some things were good and others just okay. It was a fine experience overall, nothing more nothing less.",General Dissatisfaction,Medium,3,Neutral
RC009267,"I have to say, I was honestly shocked at how rudely the support executive spoke to me over a minor issue. Multiple things went wrong and it was exhausting.",Staff Behavior,High,1,Negative
RC009268,"I really wanted to like this place, but we were billed for a premium grilled steak but received the regular version. It was a pretty disappointing visit overall. The receipt listed an item we never actually got served. I left feeling quite upset about the whole thing.",Pricing Issue,High,2,Negative
RC009269,"This was my first time here, and we waited almost 45 minutes just to get our food at the beauty parlour this afternoon. Adding to the frustration, my fried rice came out burnt around the edges and overdone.",Service Delay,Critical,1,Negative
RC009270,"I've visited a few times before, and the meal delivery platform was massively overcrowded, barely any room to move around.",General Dissatisfaction,High,2,Negative
RC009271,"Honestly, the car service center was massively overcrowded, barely any room to move around. I don't think I'll be coming back after this.",General Dissatisfaction,High,1,Negative
RC009272,"The fish fillet had ingredients I didn't order and hadn't asked for. This crossed a line and needs to be addressed urgently. In addition, there were barely any staff on shift, so everything moved at a crawl.",Food Quality,Critical,1,Negative
RC009273,"Not going to lie, I ordered garden salad for lunch and it showed up well past dinner time. It put a damper on what should've been a nice visit.",Service Delay,Medium,2,Negative
RC009274,"I have to say, several things went wrong during our visit, from the wait time to the state of our table. In addition, a surprise convenience fee showed up on the final invoice.",General Dissatisfaction,Critical,1,Negative
RC009275,"Not going to lie, it took forever for anyone to even come take our order. Multiple things went wrong and it was exhausting.",Service Delay,High,2,Negative
RC009276,"What a great experience, our butter chicken came out quickly, no waiting around at all.",Service Delay,Low,4,Positive
RC009277,"Overall, overall it was an average experience at this beauty parlour, nothing stood out much either way. I'd probably give it another shot if I was in the area.",General Dissatisfaction,Medium,2,Neutral
RC009278,"I've visited a few times before, and service at this beauty parlour was painfully slow throughout the entire visit. It left me a bit disappointed, honestly.",Service Delay,Medium,3,Negative
RC009279,"I have to say, a few small things added up to make the visit disappointing. Nothing major, but it did stand out a little.",General Dissatisfaction,Low,2,Neutral
RC009280,"A surprise convenience fee showed up on the final invoice. Worse still, the overall hygiene standards at this diagnostic center were seriously lacking.",Pricing Issue,High,1,Negative
RC009281,"To be fair, I was charged a random service fee that wasn't disclosed anywhere on the menu. It wasn't what I expected for the price I paid. The final bill had extra charges we were never told about beforehand. It wasn't what I expected for the price I paid. As if that wasn't enough, the delivery was supposed to come in 30 minutes but took nearly 90. I expected better, to be honest.",Pricing Issue,Medium,3,Negative
RC009282,"I've visited a few times before, and my order from the online delivery service arrived almost two hours after the estimated time. It definitely affected the overall experience.",Service Delay,Medium,3,Negative
RC009283,"Overall, I noticed how tidy the kitchen area looked from where we were sitting, very reassuring. We'll be back again for sure. We'll be back again for sure.",Cleanliness Issue,Low,4,Positive
RC009284,"I was pleasantly surprised, we were seated and served promptly, no long lines or delays whatsoever. We'll be back again for sure. Waiter had our order ready in no time, really impressed with the turnaround. Honestly, hard to find anything to complain about.",Service Delay,Low,5,Positive
RC009285,"To be fair, my order from the cafe arrived almost two hours after the estimated time. I don't think I'll be coming back after this. I ordered strawberry milkshake for lunch and it showed up well past dinner time.",Service Delay,High,2,Negative
RC009286,My payment failed at checkout but the amount was still deducted from my account. It was a pretty disappointing visit overall. The payment gateway kept failing repeatedly during checkout.,Pricing Issue,High,1,Negative
RC009287,I felt like I overpaid significantly for a fairly average chicken curry.,Pricing Issue,Medium,3,Negative
RC009288,"To be fair, the dhaba was reasonably clean, though a couple of tables could have used wiping down.",Cleanliness Issue,Low,3,Neutral
RC009289,"I've visited a few times before, and instead of resolving the issue, the manager argued with me in front of other customers. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC009290,"To be fair, I ordered pancakes for lunch and it showed up well past dinner time. This crossed a line and needs to be addressed urgently.",Service Delay,Critical,1,Negative
RC009291,"The strawberry milkshake tasted stale, like it had been sitting out since the morning. I'm honestly considering filing a formal complaint over this. My sushi roll had a weird sour taste that made me suspect it wasn't fresh anymore. This felt like a genuine safety concern, not just bad service. Adding to the frustration, one item from our order never showed up, and no one mentioned it. I felt this was completely unacceptable and possibly dangerous.",Food Quality,Critical,1,Negative
RC009292,"I have to say, I ordered club sandwich for lunch and it showed up well past dinner time. I left feeling quite upset about the whole thing. As if that wasn't enough, the manager was aggressive and unprofessional when I asked for a resolution.",Service Delay,High,1,Negative
RC009293,"My burger came out raw in parts, which felt unsafe to eat. It left me a bit disappointed, honestly.",Food Quality,Medium,3,Negative
RC009294,"The diagnostic center had a musty smell that made it hard to enjoy the food. It left me a bit disappointed, honestly. It definitely affected the overall experience.",Cleanliness Issue,Medium,2,Negative
RC009295,"Overall, the pricing was transparent and there were no hidden fees at checkout. Honestly, hard to find anything to complain about.",Pricing Issue,Low,4,Positive
RC009296,"Not going to lie, I felt like I overpaid significantly for a fairly average club sandwich. Nothing major, but it did stand out a little. As if that wasn't enough, with so few staff around, no one had time to actually attend to customers properly. It slightly took away from the experience.",Pricing Issue,Low,3,Neutral
RC009297,"Honestly, I ordered fried rice for lunch and it showed up well past dinner time. On top of that, the order that arrived was meant for a different table entirely. This really ruined the experience for us.",Service Delay,High,1,Negative
RC009298,"I really wanted to like this place, but my order from the cinema hall arrived almost two hours after the estimated time. It left me a bit disappointed, honestly. I ordered burger for lunch and it showed up well past dinner time. It put a damper on what should've been a nice visit. To make matters worse, the tacos tasted stale, like it had been sitting out since the morning. It left me a bit disappointed, honestly.",Service Delay,Medium,2,Negative
RC009299,We spotted what looked like rodent droppings near the kitchen area. Multiple things went wrong and it was exhausting. I saw a cockroach scurry across the floor near our table. This really ruined the experience for us.,Cleanliness Issue,High,1,Negative
RC009300,"Honestly, I was charged a random service fee that wasn't disclosed anywhere on the menu. I'm honestly considering filing a formal complaint over this. To make matters worse, my butter chicken had a weird sour taste that made me suspect it wasn't fresh anymore.",Pricing Issue,Critical,1,Negative
RC009301,"Not going to lie, I specifically asked for no onions in my tomato soup but they added them anyway. To make matters worse, I was honestly shocked at how rudely the chef spoke to me over a minor issue. I'm honestly considering filing a formal complaint over this.",Food Quality,Critical,1,Negative
RC009302,"I've visited a few times before, and there was an off smell to the cheesecake that made me think it wasn't fresh. I felt this was completely unacceptable and possibly dangerous. The bread in my grilled steak was stale and hard, definitely not freshly made.",Food Quality,Critical,1,Negative
RC009303,"I have to say, my french fries was lukewarm at best when it finally reached me during lunch hour. I left feeling quite upset about the whole thing.",Food Quality,High,1,Negative
RC009304,"This was my first time here, and I saw a cockroach scurry across the floor near our table.",Cleanliness Issue,High,1,Negative
RC009305,"Honestly, the washroom was in a pretty poor state, no soap and a dirty sink. I expected better, to be honest.",Cleanliness Issue,Medium,2,Negative
RC009306,"I was pleasantly surprised, the prices at this eatery felt very fair for the quality we received. We'll be back again for sure.",Pricing Issue,Low,4,Positive
RC009307,The lighting was so dim we could barely read the menu. It put a damper on what should've been a nice visit.,General Dissatisfaction,Medium,2,Negative
RC009308,"Our mutton curry came out quickly, no waiting around at all.",Service Delay,Low,5,Positive
RC009309,"All things considered, service was fine, the chef wasn't especially warm but got the job done.",Staff Behavior,Medium,3,Neutral
RC009310,"I've visited a few times before, and the manager was aggressive and unprofessional when I asked for a resolution. I am seriously considering never returning and warning others. When I raised the issue, the manager was dismissive and even raised their voice at me. This crossed a line and needs to be addressed urgently.",Staff Behavior,Critical,1,Negative
RC009311,"With so few staff around, no one had time to actually attend to customers properly. On top of that, I ordered the paneer tikka through the cinema hall and it showed up completely cold, like it had been sitting out for a while.",Service Delay,Critical,1,Negative
RC009312,"I've visited a few times before, and the tacos had ingredients I didn't order and hadn't asked for. On top of that, between the slow service, the mediocre food, and the noise, the whole visit was a letdown.",Food Quality,Critical,1,Negative
RC009313,"The salon was massively overcrowded, barely any room to move around.",General Dissatisfaction,High,2,Negative
RC009314,We were hit with an unexpected packaging charge that wasn't mentioned during ordering. I felt this was completely unacceptable and possibly dangerous.,Pricing Issue,Critical,1,Negative
RC009315,"A cockroach crawled out from under our table while we were eating. To make matters worse, the host walked past our table repeatedly without ever checking on us. I don't think I'll be coming back after this.",Cleanliness Issue,High,2,Negative
RC009316,"A surprise convenience fee showed up on the final invoice. I'm honestly considering filing a formal complaint over this. We were hit with an unexpected packaging charge that wasn't mentioned during ordering. I am seriously considering never returning and warning others. Also, the queue at the electronics store barely moved for a long stretch of time.",Pricing Issue,Critical,1,Negative
RC009317,"I really wanted to like this place, but waiter was chatting loudly with coworkers instead of helping customers. I expected better, to be honest. I found the behavior of the support executive to be quite unprofessional for a place like this. It left me a bit disappointed, honestly.",Staff Behavior,Medium,4,Neutral
RC009318,"To be fair, the manager was aggressive and unprofessional when I asked for a resolution. I am seriously considering never returning and warning others. Also, our table hadn't been wiped down and had crumbs and stains from the previous guests.",Staff Behavior,Critical,1,Negative
RC009319,"I have to say, there was a strange, unpleasant smell in the dining area the whole time. I left feeling quite upset about the whole thing. A bad odor from somewhere near the kitchen was noticeable throughout our meal.",Cleanliness Issue,High,1,Negative
RC009320,"Not going to lie, a bad odor from somewhere near the kitchen was noticeable throughout our meal. It definitely affected the overall experience. There was a strange, unpleasant smell in the dining area the whole time. It put a damper on what should've been a nice visit.",Cleanliness Issue,Medium,3,Neutral
RC009321,"I've visited a few times before, and overall the experience at this appliance repair center just felt underwhelming. It was a pretty disappointing visit overall.",General Dissatisfaction,High,1,Negative
RC009322,"I've visited a few times before, and when I raised the issue, the manager was dismissive and even raised their voice at me. I'm honestly considering filing a formal complaint over this. Instead of resolving the issue, the manager argued with me in front of other customers. This felt like a genuine safety concern, not just bad service.",Staff Behavior,Critical,1,Negative
RC009323,"To be fair, the overall hygiene standards at this rooftop cafe were seriously lacking. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC009324,"I was pleasantly surprised, everything looked well maintained and hygienic during our visit.",Cleanliness Issue,Low,5,Positive
RC009325,"I have to say, I thought the mutton curry was reasonably priced compared to similar places nearby. Honestly, hard to find anything to complain about.",Pricing Issue,Low,4,Positive
RC009326,"The restroom smelled bad and looked like it hadn't been cleaned in a while. It put a damper on what should've been a nice visit. Worse still, the eatery had clearly overbooked, and we ended up waiting despite having a reservation. It wasn't what I expected for the price I paid.",Cleanliness Issue,Medium,2,Negative
RC009327,"A few small things added up to make the visit disappointing. I was genuinely frustrated by the end of it. Nothing specific stood out as terrible, but the whole visit felt off. Multiple things went wrong and it was exhausting. In addition, the manager gave us confusing and contradictory information about our order. I left feeling quite upset about the whole thing.",General Dissatisfaction,High,1,Negative
RC009328,"Not going to lie, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. This felt like a genuine safety concern, not just bad service. To make matters worse, it looked like the gastropub was severely understaffed earlier today, only one person was running the whole floor. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC009329,The receipt listed an item we never actually got served. I was genuinely frustrated by the end of it.,Pricing Issue,High,1,Negative
RC009330,"Honestly, I felt like I overpaid significantly for a fairly average veg thali. I'm honestly considering filing a formal complaint over this. The prices at this tea house feel really steep for what you actually get. As if that wasn't enough, something about this bakery cafe just didn't sit right with me, hard to pin down exactly what.",Pricing Issue,Critical,1,Negative
RC009331,The cappuccino arrived stone cold at our table on our first visit.,Food Quality,Medium,2,Negative
RC009332,"I have to say, the lodge was spotless from the dining area to the restrooms. I'd definitely recommend this place to friends.",Cleanliness Issue,Low,4,Positive
RC009333,We tried to get one of the servers's attention multiple times and were completely ignored. It wasn't what I expected for the price I paid. I stood at the counter for several minutes before anyone even acknowledged me.,Staff Behavior,Medium,3,Neutral
RC009334,"I really wanted to like this place, but the receipt listed an item we never actually got served. I don't think I'll be coming back after this.",Pricing Issue,High,1,Negative
RC009335,"To be fair, it wasn't the fastest service, but it also wasn't frustratingly slow.",Service Delay,Low,4,Neutral
RC009336,"I really wanted to like this place, but there were way more people than the space could comfortably handle. I left feeling quite upset about the whole thing. The restaurant was massively overcrowded, barely any room to move around. I was genuinely frustrated by the end of it.",General Dissatisfaction,High,2,Negative
RC009337,"Honestly, it took forever for anyone to even come take our order. To make matters worse, my account shows two separate charges for a single transaction. This really ruined the experience for us.",Service Delay,High,1,Negative
RC009338,"Honestly, the the support executive seemed to be moving in slow motion, everything took twice as long as it should. I expected better, to be honest. I expected better, to be honest. On top of that, the french fries tasted stale, like it had been sitting out since the morning. It put a damper on what should've been a nice visit.",Service Delay,Medium,3,Neutral
RC009339,"The theatre was spotless from the dining area to the restrooms. We'll be back again for sure. The washrooms were clean and well stocked, which isn't always the case.",Cleanliness Issue,Low,4,Positive
RC009340,"I have to say, billing was straightforward and matched exactly what we ordered, no surprises. I'd definitely recommend this place to friends.",Pricing Issue,Low,5,Positive
RC009341,"To be fair, it looked like the gastropub was severely understaffed during lunch hour, only one person was running the whole floor. This crossed a line and needs to be addressed urgently. There were barely any staff on shift, so everything moved at a crawl.",Service Delay,Critical,1,Negative
RC009342,"We were charged for two extra omelette that we never received. It definitely affected the overall experience. The total on the receipt didn't match what we actually ordered at all. I expected better, to be honest.",Pricing Issue,Medium,3,Neutral
RC009343,"I have to say, we waited almost 45 minutes just to get our food at the dhaba earlier today.",Service Delay,High,1,Negative
RC009344,"I've visited a few times before, and I felt like I overpaid significantly for a fairly average veg thali. I felt this was completely unacceptable and possibly dangerous.",Pricing Issue,Critical,1,Negative
RC009345,"I was pleasantly surprised, the whole team at this clinic went out of their way to make us feel welcome. I'd definitely recommend this place to friends. The manager personally checked in on us, which was a really nice touch.",Staff Behavior,Low,4,Positive
RC009346,The clinic was spotless from the dining area to the restrooms.,Cleanliness Issue,Low,5,Positive
RC009347,"This was my first time here, and the cold coffee tasted stale, like it had been sitting out since the morning.",Food Quality,High,2,Negative
RC009348,The tone the technician used with me was unnecessarily harsh and dismissive. This really ruined the experience for us.,Staff Behavior,High,1,Negative
RC009349,"Honestly, there were way more people than the space could comfortably handle. It was a pretty disappointing visit overall.",General Dissatisfaction,High,2,Negative
RC009350,"One item from our order never showed up, and no one mentioned it.",Food Quality,Low,3,Neutral
RC009351,"Honestly, tables were crammed so close together it felt claustrophobic. Multiple things went wrong and it was exhausting. On top of that, the overall hygiene standards at this gaming lounge were seriously lacking.",General Dissatisfaction,High,2,Negative
RC009352,"To be fair, the total on the receipt didn't match what we actually ordered at all. I'm honestly considering filing a formal complaint over this. To make matters worse, with so few staff around, no one had time to actually attend to customers properly.",Pricing Issue,Critical,1,Negative
RC009353,"The delivery from the lodge arrived earlier than expected, which was a nice surprise. Honestly, hard to find anything to complain about. I'd definitely recommend this place to friends.",Service Delay,Low,5,Positive
RC009354,"This was my first time here, and it took forever for anyone to even come take our order. It was a pretty disappointing visit overall. Getting the bill alone took almost 20 minutes after we asked for it. It was a pretty disappointing visit overall.",Service Delay,High,1,Negative
RC009355,"I have to say, the the front desk staff handled food without gloves, which felt really unhygienic. I am seriously considering never returning and warning others. To make matters worse, I have a nut allergy and the grilled steak came with nuts despite me mentioning it clearly.",Cleanliness Issue,Critical,1,Negative
RC009356,"Not going to lie, honestly the omelette at this retail store tasted pretty mediocre compared to what I expected. Nothing major, but it did stand out a little. The fish fillet lacked any real flavor, it tasted like it was made without much care. Just a small thing, but worth mentioning.",Food Quality,Low,3,Neutral
RC009357,"Honestly, the bartender was polite, patient, and genuinely seemed to care about our experience. We'll be back again for sure.",Staff Behavior,Low,4,Positive
RC009358,"I have to say, the car service center was spotless from the dining area to the restrooms.",Cleanliness Issue,Low,4,Positive
RC009359,"I have to say, the total on the receipt didn't match what we actually ordered at all. It definitely affected the overall experience.",Pricing Issue,Medium,2,Negative
RC009360,"I have to say, by the time the cappuccino got to us it had gone cold, which was disappointing given how long we waited. I was genuinely frustrated by the end of it. I ordered the pancakes through the car service center and it showed up completely cold, like it had been sitting out for a while.",Food Quality,High,1,Negative
